comments,rating
giao hàng siêu tốc chưa đầy  tiếng ở xa  đã nhận  hộp đẹp  sắp xếp hạt khéo léo  lớp là đầy mỗi hộp trông rất bắt mắt  hạt to trà bá luôn  giòn béo  độ mặn vừa phải  tiếc là lột vỏ hay bị vỡ nát không còn nguyên hột  tỉ lệ vở nát là    điều đáng tiếc nữa là nắp hộp không có gai vặn kín  cũng không chụp lại cho kín được  chênh vênh  nắp quá rộng hơn hộp nên khui ra phải ăn nhanh  cho hết hoặc trút ra cái bì khác cất kẻo hở gió dai nhách liền  bất tiện và kém sang  trừ  sao ,Bình thường
quá dày  khó sử dụng ,Bình thường
áo vải đẹp hơi lỗi ở lai áo đặt  cái  màu mà shop giao  cái giống nhau ,Bình thường
chưa hài lòng lắm  quảng cáo nói có nút điều chỉnh âm lượng  nhưng ko có  chỉ duy nhất một nút nhận cuộc nghe  âm thanh nghe ũn được  bền hay ko thì chưa biết ,Bình thường
áo đẹp giống hình ,Bình thường
nhầm đơn nên hơi lằng nhằng chút xíu ,Bình thường
điện thoại thì ổn nhưng mình đặt màu trắng giao màu đen ,Bình thường
vải mỏng  mặc áo ko có fom ,Bình thường
đã ghi rõ màu trắng nhưng vân giao màu đen ,Bình thường
ốc hơi lỏng cho thêm cái vặn vít k đang bao nhiêu nhưng quý hơn cái dây kia bạn ạ   ,Bình thường
giao hàng đúng hẹn   ngày là có ,Bình thường
mình thấy các mẫu chuyện đưa ra chưa thực sự sâu sắc  hoặc phần giải thích cũng chưa chi tiết đủ thấm  có thể các bạn tuổi dưới  đọc sẽ phù hợp hơn ,Bình thường
phần mũi giầy còn lộ keo  phần may bên trong bị nếp gấp đi hơi vướng  ,Bình thường
shop giao sai màu ,Bình thường
tôi mua r thành công rồi mà sao lúc nhập mã hệ thống kêu bị lỗi ,Bình thường
không đáng tiền ,Bình thường
chất lượng sản phẩm bình thường vai ao len bị sù nhưng nhung voi gia tien nhu vay cung chap nhan duoc ,Bình thường
cái nút công tắc hơi khác video chất lượng sản phẩm ok ,Bình thường
giao hàng chậm   chất lượng ok ,Bình thường
bass tệ  dải trung với treble thì khá chứ k nét,Bình thường
áo hơi mỏng size áo bé chỉ người bé mới mặc vừa ,Bình thường
tạm  nhập nhiều ký tự làm gì ,Bình thường
k mệt lắm nhưng đi tiểu nhiều ,Bình thường
voucher chỉ áp dụng  trong  điểm nêu trên nên hơi bất tiện ,Bình thường
lưng thun ko đc co giãn lắm   khi mặc hơi chật vật,Bình thường
tất được nhưnc màu hơi cũ ,Bình thường
chỉ thừa khá nhiều dáng váy thùng thình bạn nào thích mặc dấu quần style cực rộng thì nên mua ạ ,Bình thường
sp như hình mỗi tội vải hơi mỏng ,Bình thường
bình có  lần vặn mở đóng  phần nắp đậy và phần nắp lọc trà  phần nắp lọc trà vặn cứng  rít khi vặn đóng   mở  không hài lòng lắm với sản phẩm ,Bình thường
chất lượng sản phẩm tạm được  ví khá nhỏ  các ngăn chỉ để được thẻ chứ k để vừa cmnd giá cả chấp nhận được giá cả chấp nhận được ,Bình thường
thấy ảnh thì nhỏ  nghĩ chắc vừa rồi  ai dè kích thước to hihi  cũng ok đó  để sử dụng rồi gửi đánh giá sau  anh shipper dễ thương  gọi ko thấy ai  ngồi đợi sau đó mới gọi điện  ok la la thanks tiki và shop,Bình thường
chất lượng sản phẩm tạm được thời gian giao hàng rất chậm ,Bình thường
chất vải áo tạm ổn  mỏng hơn áo màu đen  thích hợp mặc vào ngày thu ,Bình thường
mua hàng dc shop tặng quà ,Bình thường
chất vải thì được nhưng may không đẹp lắm ,Bình thường
vải đẹp nhưng size to quá    ,Bình thường
mặc k vừa hứa cho đổi lại ,Bình thường
áo chất đẹp  nhưng áo ngắn so với mình ,Bình thường
mình mua lúc giảm giá  ,Bình thường
shop phục vụ rất tốt phi vận chuyển qua cao ,Bình thường
áo nữ mà dài thêm  tẹo thì trên cả tuyệt vời ,Bình thường
với giá này thì cũng ok ,Bình thường
hàng giao bị bể      thùng thi bị rách,Bình thường
vải mỏng quá,Bình thường
áo thun vải oke ,Bình thường
mình mua để được tặng máy rửa mặt halio mà không thấy tiki gửi tặng gì cả   ,Bình thường
đóng gói sản phẩm rất đẹp vải ok nhưng áo nhìn dơ hơi nhiều ,Bình thường
đầu bàn trải nếu mà là đầu tròn thì rất thích,Bình thường
hơi mỏng xíu nhưng k sao ,Bình thường
đầu bàn chải khá cứng  đánh hay chảy máu lợi,Bình thường
vai cũng đc ,Bình thường
ổn trong tầm giá         ,Bình thường
đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn nhưng đế bị bung keo ,Bình thường
áo ok  form vừa không to lắm ,Bình thường
size s hoi rong ,Bình thường
mua mà ko thấy quà     hừm   ,Bình thường
hi hi ,Bình thường
size m tương đương size l ,Bình thường
màu mặc định  sặc sỡ ko hợp lắm,Bình thường
nhung giao sai mau ,Bình thường
chỉnh âm lượng không được  âm thanh cực kì to,Bình thường
quần phù hợp với giá tiền   quần  màu thì thích hơn nhưng  quần chỉ đc  màu  đen  da  ,Bình thường
ghế hơi thấp nang het muc cung ko vừa tầm  bánh xe trơn làm ghế dễ chuyển động  ko chắc chắn khi ngồi  vật liệu cũng ko thấy chắc chắn,Bình thường
phom to ,Bình thường
chưa nhận được thi trong mong nhận được thất vọng ,Bình thường
mép sách bị cong quá     ,Bình thường
order  hộp thì  hộp ăn ok  hộp còn lại thì mặn khủng khiếp luôn,Bình thường
tai nghe dùng bình thường,Bình thường
hàng ok ,Bình thường
k như hình lắm nhưng chấp nhận đc ,Bình thường
nói chung thì nên mua hàng tốt một chút mới mặc đi chơi dc ,Bình thường
áo tạm được   vải áo k thơm vải mới    ,Bình thường
chất vải ok  chun hơi mỏng ,Bình thường
ô n ,Bình thường
chất luog ổn ,Bình thường
dùng được không xuất sắc lắm,Bình thường
châ t va i đe p ,Bình thường
phân phát cho không họ bảo không dùng loại này ,Bình thường
hàng chuyển chậm mất gần  tuần,Bình thường
tạm đc tiền nào của đấy ko có size m hơi rộng dùng l tam vậy,Bình thường
                                            ,Bình thường
sách nhận rất nhanh  nhưng mình không hài lòng ở chỗ là tiki không bộc sách thêm xốp bong bóng  nên gáy sách bị móp do vận chuyển  đối với mình điều này rất khó chịu  cũng may bị móp không nhiều  hy vọng tiki có thể khắc phục vấn đề này trong đóng gói sản phẩm cho khách hàng ,Bình thường
chật đáy  cần may dài đáy hơn,Bình thường
mình bthg mặc size s  mua size m mặc thoải mái vừa vặn   về đường may thì hơi sơ sài ,Bình thường
sao ,Bình thường
vệ sinh hơi khó  cạo không sát lắm,Bình thường
tay nghe trái k có cảm ứng  muốn đổi hàng shop,Bình thường
nên gửi mẩu caro thì đẹp hóp,Bình thường
hàng y hình ,Bình thường
mua tiki nhieu lan bao gom ipad nhung lan nay khong hai long dich vu lam  dat hang ngay mua dich do cong viec can su dung  thoi gian giao hang hai tuan  toi ngay khong thay giao goi lai cskh thi bao chua giao duoc  cs bao cho tiep   ngay  chinh xac thi khong biet khi nao va app se khong cap nhat lai  khi giao thi dong goi xau  hop trong hoi mop goc chac do van chuyen nguyen lo  may thi van ok  vi hang gia tri cao nen ky vong dich vu tot hon,Bình thường
nhan hang nhanh chua xai ra sao,Bình thường
đóng gói sản phẩm chắc chắn ,Bình thường
giao hàng nhanh  chất liệu ok,Bình thường
tai nghe này đeo lâu sẽ đau tai  nên cân nhắc mua nhé,Bình thường
hàng giao nhanh nhưng đóng gói sơ sài không tương xứng với giá trị sp  k đủ đảm bảo cho sp  hộp bị móp nên không hài lòng lắm  lần đầu mua sp giá trị cao qua mạng nên mình mong muốn sẽ nhận đc dịch vụ tốt hơn  chắc lần sau ra cửa hàng cho yên tâm,Bình thường
hàng cũng được nhưng tay áo không dài như hình ,Bình thường
chất vải hơi mỏng  mình   mà mặc cũng chưa qua mông nữa     ,Bình thường
vãi đep    mặc cũng được ,Bình thường
khi hâm nóng thức ăn nồi bị ướt bất tiện khi sử dụng,Bình thường
không nhanh hơn mạng có sẵn của fpt ,Bình thường
cho  vì cùng ở hải phòng mà giao chậm  không bằng đặt từ shop ở hà nội ,Bình thường
trong tầm giá là quá tuyệt ,Bình thường
thấy trên banner có ghi quà tặng kèm nhưng ko thấy quà đâu cả  chuột thì ok  êm thật,Bình thường
đã nhận hàng không giồng hình lắm nhưng nói chung là được so với giá cả ,Bình thường
khong nhu mong muon  tam dc,Bình thường
chất lượng sản phẩm tạm được tại sao hình đủ  màu mà shop chỉ giao màu đen màu xám màu trắng cho mình vậy ,Bình thường
áo của em bị rách một chút chỗ cánh tay ạ ,Bình thường
ko giao quà nhỉ           ,Bình thường
không quá xuất sắc nhưng hok quá xấu ,Bình thường
hộp đựng sản phẩm nhái hàng usa   dễ vỡ rách  nghi hộp giả in ở vn rồi đóng gói ,Bình thường
lấy e thêm cái ,Bình thường
dây đeo không điều chỉnh được độ dài ,Bình thường
sản phẩm đẹp như hình  vải hơi mỏng nên chắc sẽ thoáng mát ,Bình thường
thun len mềm mịn  ih hình   ,Bình thường
gáy sách bị méo nha huhu shop ơi,Bình thường
âm thanh có lúc bị rè  giật giao hàng nhanh,Bình thường
chất lượng sp tốt    ,Bình thường
quần mặc vải mềm mát nhưng nhiều màu sáng quá ,Bình thường
khi nào cần mình lại ủng hộ shop ,Bình thường
ko tặng kèm bookmark như mô tả,Bình thường
giao hàng nhanh shop vui vẻ ,Bình thường
sách khá hay phù hợp với các bạn trẻ sinh viên,Bình thường
chất lượng tạm dk ,Bình thường
size nhỏ ,Bình thường
yến sam ,Bình thường
rất hài lòng,Bình thường
áo phông chất ok  áo tay dài chất vải hơi thô rát ,Bình thường
đẹp,Bình thường
lạp sườn hơi mặn phải ăn với cơm ,Bình thường
sách cắt chưa hết ở mấy trang đầu   ,Bình thường
quần mặc vải mềm mát nhưng nhiều màu sáng quá ,Bình thường
tiki giao hàng nhanh và nhân viên nhiệt tình  tuy nhiên khi nhận hàng thì đế cao su bị rớt ra ngoài và có dấu hiệu bị khui hàng trước đó  hộp không còn dán tem  mong nhận được phản hồi sớm từ tiki ạ   ,Bình thường
mình thanh toán tiền cho shop này  ,Bình thường
sửa xuống lai sợ ko đẹp như quần cũ ,Bình thường
chỉ bị tuột  rách nhiều chỗ ,Bình thường
shop phục vụ tốt    đóng gói sản phẩm tạm được ,Bình thường
    đánh giá không tính điểm mình mua sách tiki nhiều lần lắm rồi  lân này hơi thất vọng vì đóng gói khá sơ sài  cũng may sách không bị sao ,Bình thường
hàng chất lượng tạm được so với mức giá ,Bình thường
chất lượng ok ,Bình thường
vải mỏng mát phù hợp túi tiền,Bình thường
tuy nhiên  nắp túi của mình bị méo  nếu ai để ý kỹ thì sẽ nhận ra túi của mình không đều  còn nhìn sơ qua thì không sao  không đến nỗi quá mất thẩm mỹ ,Bình thường
hàng đẹp chị ah ,Bình thường
 mẫu đẹp nhưng nhiều loại vải,Bình thường
bao bì gói cẩn thận ,Bình thường
chữ trên tay áo to chà bá ,Bình thường
lần đầu tiên mua hàng qua shopee bị phải hàng đểu ,Bình thường
